mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-06-04,close,2026-06-04T14:50:08,2412,中華電,654,143.0,93655.0,141.5,close,92541.0,-1114.0,-0.011894719982916021,18,13856,1969886000,ready
2026-06-04,close,2026-06-04T14:50:08,2881,富邦金,237,114.0,27057.0,114.0,close,27018.0,-39.0,-0.0014414014857523007,366,55156,6234033000,ready
2026-06-04,close,2026-06-04T14:50:08,00713,元大台灣高息低波,406,59.75,24293.5,60.2,close,24441.2,147.70000000000073,0.006079815588531942,8,12569,753535150,ready
2026-06-04,close,2026-06-04T14:50:08,006208,富邦台50,93,249.2,23208.6,245.95,close,22873.35,-335.25,-0.014445076394095294,15,3760,927789400,ready
2026-06-04,close,2026-06-04T14:50:08,2330,台積電,9,2430.0,21901.0,2385.0,close,21465.0,-436.0,-0.0199077667686407,49,24924,59693525000,ready
2026-06-04,close,2026-06-04T14:50:08,2882,國泰金,244,91.5,22358.0,94.4,close,23033.600000000002,675.6000000000022,0.030217371857948035,97,53681,5039184100,ready
2026-06-04,close,2026-06-04T14:50:08,00878,國泰永續高股息,656,33.25,21843.0,32.68,close,21438.079999999998,-404.9200000000019,-0.018537746646523,174,76185,2495306980,ready
2026-06-04,close,2026-06-04T14:50:08,0056,元大高股息,371,53.6,19913.6,52.65,close,19533.149999999998,-380.4500000000007,-0.019105033745781815,162,64157,3387669100,ready
2026-06-04,close,2026-06-04T14:50:08,00919,群益台灣精選高息,646,30.72,19873.12,30.52,close,19715.92,-157.20000000000073,-0.007910182195850513,916,182026,5549387690,ready
2026-06-04,close,2026-06-04T14:50:08,00881,國泰台灣5G+,349,56.3,19676.7,55.3,close,19299.7,-377.0,-0.019159716822434655,60,9527,528659850,ready
2026-06-04,close,2026-06-04T14:50:08,2303,聯電,134,135.0,18116.0,125.0,close,16750.0,-1366.0,-0.07540295871053213,503,374329,47109091500,ready
2026-06-04,close,2026-06-04T14:50:08,2454,聯發科,4,4455.0,17845.0,4430.0,close,17720.0,-125.0,-0.0070047632390025216,37,8945,40611600000,ready
2026-06-04,close,2026-06-04T14:50:08,2317,鴻海,50,312.0,15622.0,293.0,close,14650.0,-972.0,-0.062219946229676096,482,105214,31484526000,ready
2026-06-04,close,2026-06-04T14:50:08,1301,台塑,281,52.5,14773.5,50.8,close,14274.8,-498.7000000000007,-0.03375638812739031,113,50263,2590579900,ready
2026-06-04,close,2026-06-04T14:50:08,0050,元大台灣50,119,107.6,12822.4,106.1,close,12625.9,-196.5,-0.015324744197654106,148,108163,11519604100,ready
